"id.exposure","id.outcome","method","nsnp","b","se","ci_low","ci_upp","pval","steiger_filtered","outlier_filtered"
"prot-a-266","ukb-b-7872","Simple mean",2,0.00069697158637042,0.000861482306171014,-0.000991533733724766,0.00238547690646561,0.566953763735078,FALSE,FALSE
"prot-a-266","ukb-b-7872","FE IVW",2,0.000590321514425766,0.00102811044025058,-0.00142477494846536,0.00260541797731689,0.565845302996016,FALSE,FALSE
"prot-a-266","ukb-b-7872","RE IVW",2,0.000590321514425766,0.00102811044025058,-0.00142477494846536,0.00260541797731689,0.668181942158316,FALSE,FALSE
"prot-a-266","ukb-b-7872","Simple mean",2,0.00069697158637042,0.000861482306171014,-0.000991533733724766,0.00238547690646561,0.566953763735078,FALSE,TRUE
"prot-a-266","ukb-b-7872","FE IVW",2,0.000590321514425766,0.00102811044025058,-0.00142477494846536,0.00260541797731689,0.565845302996016,FALSE,TRUE
"prot-a-266","ukb-b-7872","RE IVW",2,0.000590321514425766,0.00102811044025058,-0.00142477494846536,0.00260541797731689,0.668181942158316,FALSE,TRUE
"prot-a-266","ukb-b-7872","Simple mean",2,0.00069697158637042,0.000861482306171014,-0.000991533733724766,0.00238547690646561,0.566953763735078,TRUE,FALSE
"prot-a-266","ukb-b-7872","FE IVW",2,0.000590321514425766,0.00102811044025058,-0.00142477494846536,0.00260541797731689,0.565845302996016,TRUE,FALSE
"prot-a-266","ukb-b-7872","RE IVW",2,0.000590321514425766,0.00102811044025058,-0.00142477494846536,0.00260541797731689,0.668181942158316,TRUE,FALSE
"prot-a-266","ukb-b-7872","Simple mean",2,0.00069697158637042,0.000861482306171014,-0.000991533733724766,0.00238547690646561,0.566953763735078,TRUE,TRUE
"prot-a-266","ukb-b-7872","FE IVW",2,0.000590321514425766,0.00102811044025058,-0.00142477494846536,0.00260541797731689,0.565845302996016,TRUE,TRUE
"prot-a-266","ukb-b-7872","RE IVW",2,0.000590321514425766,0.00102811044025058,-0.00142477494846536,0.00260541797731689,0.668181942158316,TRUE,TRUE
